,cluster_name,text
7414,5,上眼皮长了个不知道是囊肿还是血管瘤
3568,5,吃啥会引起血管瘤呢
1882,7,我想咨询一下可以做手术吗
1234,13,打算周六去咱们医院
5579,12,危险到什么程度
4713,2,深红色，有点凸起
7638,2,右侧半卵园中心灶性出血
13319,0,稍微有一点点起
4182,2,玫瑰样血管瘤
10686,2,在肚脐边上
12663,2,无凸起
1157,2,宫颈上边
7354,3,打你哪个电话能对上话
133,2,7个月，长在后背
1952,2,后脑干上
3667,0,面积很小
3305,0,24天的小孩
7204,1,以9年了也没长
2267,2,平的，红的
13472,1,2.3个月了
424,2,之前以为是胎记
10584,2,宝宝后背有片胎记，带2个小红尖
8809,0,孟祥茹。
686,2,胳膊，有一个小红疙瘩
11596,2,就是表面小红点有半个鸡蛋黄那么大
9452,2,胎记，脸部，
697,2,和下嘴唇里面一样颜色，摸起来是个圆形的泡
12895,2,小拇指根部
12450,2,45岁，红色
9321,2,面积确实比较大
910,0,打这上的电话你能接到吗
11795,1,去过医院，没有检查，医生只是肉眼看了一下，说不深，让孩子住院吃药，我觉得孩子太小，怕药刺激，所以没吃
11338,4,嗯，你的医院在沈阳哪啊，需要多少钱
3624,2,草莓装血管瘤
9310,2,红色，两个月
11826,2,大手甲那么大
4181,2,左胸前壁血箜痞
11374,2,"刚出生以为是胎记,可我看着不像"
2695,2,没鼓起来平的跟胎记差不多
2525,1,以经8年了
13693,6,那需要怎么治疗呢
12920,0,上午去
12665,0,男宝俩天
12445,6,现在治疗血管瘤是什么办法呢
2840,2,红色的凸起的
8822,0,用点药
13782,6,严重吗怎么治疗
6660,2,长在后背，怀疑是血管瘤
762,2,六个月婴儿，前胸
4777,8,我看了百度地址
1587,0,吕喜营
12523,1,3个多月
11221,2,耳朵侧遍
5631,2,十九岁 女孩 前额头
2970,1,3个多月俩个腿粗细不一样
12103,0,也没什么不正常的
13464,2,长在小鸡边上
13647,2,右面脸上
5347,0,我加了微信了
10381,8,你们医院具体位置给我好吗
6061,2,没有突出
11756,2,舌左边
5487,2,女，52岁，肝血管瘤
4427,2,胳膊，12岁
4648,2,1个半月 出生就有
6183,2,从出生到现在。一直有，随着年龄增长，越来越大
10007,2,直径一厘米左右
14318,2,原来平，现在有点儿凸起
1285,2,您好，长在头部
8135,2,女宝红色的
4251,1,肝中心部位发现6年了
8632,2,4个月。在脸上
8210,2,5岁，没有颜色就是一个包块
1965,2,你好我家小孩现在两个月    肚子上有个红色的记    他们说是血管瘤
13798,1,女孩生的时候没有才发现3天 今天第十一天
10204,3,1389852****我的微信号
10270,3,微信xz888666
7305,0,小孩刚出生40多天
325,2,颜色和皮肤一样，有凸起
12016,2,红色，一元硬币那么大
14038,1,有半年了，就是这个病，做手术治疗
4540,2,宝宝，下巴
7573,3,可以加QQ吗
8780,1,半年多
12965,0,男性 紫色
3009,0,要是这个价位我们承受不了啊
6679,0,小孩十一岁
8056,0,打麻药
12840,2,红色，小手指大小
10813,2,长在男性生殖器官上边了
562,2,开始是红色小包
9691,3,史钰萌，1514154****
6900,2,就是几个血管瘤
5396,2,在脾上有血管瘤
13171,2,脸部幼儿
4410,2,额头靠近发际线的位置
8346,2,青的，有小疙瘩
5576,1,出生就有
6701,1,一周，确诊了
11901,12,不治疗会怎么样
4079,0,准备做
3440,2,肝部结节，怀疑是血管瘤
1520,2,在脚面上长了个有母指大了
4301,2,患处是红色的
6778,6,左肝叶有血管瘤要怎么治疗？
4235,2,刚开始就有一点，后来就俩个鼻孔里都有
13174,2,就下嘴唇 中间和里面一点点我感觉好像变多了
8879,0,张赫言
7365,1,就做过一张彩超
12441,2,45天，有点鼓
3687,3,1516426****添加微信
8334,6,以前治疗是激光治疗了
2833,1,我家宝宝血管瘤，从生下来就有，当时以为是胎记没当回事，后期越来越大 然后去沈阳医院 军区总医院看是血管瘤，他们那给拿的药膏上到现在也没去根，我家宝宝现在10个月，现在有时候会用手去抓
4582,5,问下血管瘤分几种，都什么症状，谢谢了
7106,0,三周岁
9537,2,最近有点长大了
11761,1,前天发现的
5963,2,腿小孩
3982,2,暗红色好像
187,2,现在胳膊见肿
13172,2,高一点
10926,2,58天是平的，不高于皮肤
7698,2,上嘴唇
1509,2,现在长大挺多，红色，有凸出
2856,2,草莓型的
11376,2,动脉上
13064,2,红色，使劲就红，不使劲不明显
12145,2,跟皮肤一平红色的
2714,2,还是胎记
1561,2,深红色，面积小手指甲一半大
131,3,电话多少
11294,2,在鼻子外面
4546,6,如果不手术可以吗
13220,2,动脉血管瘤
14326,2,孩子，在腿上和腰上
10961,2,高皮肤
2630,13,明天去检查。
8636,6,如果是血管瘤怎么治疗
5207,1,勺已经5天了
2886,2,刚出生4天的婴儿，长在下眼睑，不太重
9587,2,女红色一个小点
10348,0,赵贺鑫
1951,0,我是姥姥没有微信
2554,0,后上的
7370,2,长在脑门上
4379,2,孩子脖子外侧有个小包
6645,2,以前就像胎记，现在越长越大
9821,1,14个月，出生没几天发现的之前也没注意
3863,2,专家也看了，说的是血瘤，
1166,3,你加我吧！
8470,2,男孩，胸部指头大小
8643,5,婴儿血管瘤在什么时候发作
4782,2,紫色的有时候红色的
128,4,用住院吗，费用多少
3919,5,血管瘤长在那
12769,2,是红记颜色，现在很浅照片上看的不是很清
12831,0,就说血管瘤，还分什么类型的呀
5105,0,孙艳茹
106,0,多干点吧大英帝国一个个的咯咯哒有点尴尬动员大会回到古代韩国电影多干点八大古都干点别的v一点半打个电话多喝点v刚到好的好的v的
4242,2,很多硬块
9345,2,颅外的
9298,2,女宝，面积长宽大约就是0.5cm
2739,6,不想在手术了
8798,2,两个眼皮上方
7105,0,不是毛细血管瘤
5753,1,打的针 摸的药
10549,1,已经治疗一回了，现在就是有点红
2975,5,多发处指的是一起长，还是以前没有，后期还会长呢
4588,2,肝内。成年人。
7291,0,你们有吗
13849,2,小拇指甲盖的一半
9671,5,亲 我想咨询一下关于皮肤的问题
605,0,谢谢你是哪里医生
3204,1,出生俩三发现，现在刚满月
1843,6,血管瘤长在膝盖骨内，离韧带很近剧烈活动膝盖有点儿疼应该怎么治？
11175,5,"我想咨询""婴儿血管瘤能根治吗"""
8168,0,新生儿出生
12773,3,那我留电话号么
2751,6,一般一样的血管瘤都怎么治疗？
6624,3,1394210****微信号
2873,2,小孩 后背
10320,2,平常是平的，热水洗澡就会凸起
4051,2,没有，正常肤色
9751,0,您是山蒙医院吗
10535,2,眼角旁边
13097,2,嘴唇出血
5482,2,睾丸皮上
5095,5,腹壁动脉血管瘤
12383,6,那你们一般都是用什么方法呀？
3445,2,有大指甲盖那么大
526,2,血红色，自己破了，现在结痂也掉了
10964,6,有检查过，医生说是脐疝，我就想咨询一下需要用脐疝带绑一下吗，还是不用绑
8450,2,紫色应该是
13316,1,半个月了，也给开了血管瘤霜和丙酸氟替卡松乳膏在抹
1805,2,突起，血颜色
5014,2,我是女性今年虚岁46岁，患处是右下肢(整条腿)
12672,6,六个月宝宝如果已经确诊是静脉血管畸形，采用什么方法治疗，是否麻醉
9314,2,成年人脸上长的
2992,2,只是毛细血管破裂
7188,2,孩子背部三块  都不太大
3507,2,鼻子里面反复出血
4371,6,如何治疗
6770,2,腋窝靠后背处
10852,2,梨子大小的面积
5115,2,长在脸上了
2308,2,你好，是宝宝，在肩膀上
7400,2,小孩胳膊
11593,6,你好，我查出了血管瘤怎么治？
11318,2,六十岁，在脾上
4617,2,孩子个长得快我看跟着也长了
4661,2,没长但是比以前可能是多了
13033,0,我家宝宝三个月了 别人家宝宝都胖了好多 我家宝宝才长了三斤多
4154,8,你们的地址在哪里
3175,2,四个半月男宝额头左侧突起
12186,0,你是哪个医院的
2715,2,没有凸起
9204,2,女孩，17岁，胳膊上
8595,2,在嘴角旁边
147,1,女2个月
2710,0,二十多天
10015,2,在脖子后边
9675,5,成年人，在肝上，30一40厘米大，对身体应响大不？
3026,2,在咽喉
5943,2,在手指上长的血管瘤
69,1,之前抹药都会结痂，现在就剩了一点点抹药怎么不结痂了
7609,2,脚背上挨着脚趾头
11142,0,今天有医生吗？
9464,2,也就3毫米那么大
6087,11,我的舌根部两边长一个小疙瘩，有时右边总像有异物感，有时还没感觉，怎么回事？
11252,2,几年前就发现青色，最近发现长个豆
12237,2,皱眉头会稍微凸起
13339,11,是因为这个引起的嘛
3970,12,会更严重？
4212,2,扁平那种
2836,2,后背又长了一个小块
6227,0,营口大石桥市的以前没看过
3122,2,直径约2-3毫米，没有发肿或者青紫色
9307,4,你家费用多少
7628,6,都有几种方法治疗
9152,1,出生1个月了，出生很淡的印，过几天就发红，后来越来越红
8793,2,长出一个小肉芽似的
13421,6,我想咨询一下你们医院是什么治疗方法
5740,5,可以弄破吗
3356,2,手背关节处
13978,0,女孩出生39天
680,2,像疹子
12854,2,主动脉多处心脏边上
4481,2,大人，长在嘴上和旁边
8172,3,加一下微信吧
9097,7,请问大夫，例假期间可以做鼻内血管瘤手术么？
4103,2,三个连在一起的小疙瘩似的
9486,0,孙鸣雪
13566,2,患者30来岁，长在嗓子
6765,2,现在比刚出生的时候明显了
820,2,生下来紫红，现在浅红，右腿粗，左腿细点，平的
8893,2,比唇色暗 暗紫吧 黄豆大
4843,6,你那都是怎么治疗
1250,2,60岁妇女 头部有海绵壮血管瘤
2494,0,一个月五天女孩
3708,2,红色  黄豆粒大
6498,0,33天。没去医院看。朋友是大夫给看的
2995,6,27个月宝宝胸下检查是血管瘤应该怎么治疗
3875,2,在上嘴唇
2740,2,脖子右侧
8011,0,张小月
7771,1,手术一次
11377,2,粉红色的，平的
962,12,这病会危害生命吗
10189,2,头的右框
10079,2,女的，鲜红色
4172,2,轻微的红色
7702,3,你加吧 我给你发图片
13689,0,2-3岁就没有了 一点看不出来
2914,6,那有什么好的治疗方法啊，我们一家担心死了，就怕激光留疤
9760,15,会留疤吗
9366,2,长在胸椎第十节
1136,2,我都没注意，开始以为是胎记
11088,6,血管瘤怎么治疗呀
8876,3,张艳枝1864127****
8482,2,是孩子长在腿上膝盖左右。
618,0,四周岁
6990,2,成人长在下唇
660,2,胸上方
4231,1,十九天
4252,16,吃药能好吗
7337,6,"我想咨询""婴儿血管瘤怎么办"""
13933,2,男孩2厘米长
8807,6,是男宝，想咨询一下是你们医院是哪种治疗方式
579,2,没有颜色和皮肤一个颜色
4472,2,是长在后脑穴了
8930,1,医生建议激光治疗
12108,2,额头，后颈处可能是
12989,2,长在右侧颈部
4331,2,45个月新生儿在腋下
1732,2,成年人，脸部，毛细血管瘤。从小就有
4480,2,四十六岁，在肝部
460,0,没检查呢
4267,12,我想问下。这个目前不手术的话，会不会对孩子造成影响？
1309,2,平的像胎记
557,0,稍微有点
901,0,七十二
663,2,长在手掌3岁
6260,2,面积大概是2厘米的椭圆
451,2,在肝胀
10530,2,刚长的，以前没有，开始时就一个红点，现在比之前要大点了
10536,2,在嘴角
3593,2,婴儿长在后背
2349,2,一小块
7618,2,刚出生45天的宝宝，长在小腿表面
6066,1,我去鞍山的盘锦医院检查的说是血管瘤
3218,2,成人，左脸
4501,2,有点凸起
4019,3,1524157****这是我微信 你加我微信 咱们微信说吧
6032,2,男宝，正常皮肤
5130,0,用药
9099,11,遗传因素是什么原因
5384,5,这么小的孩子是现在就治疗好呢？还是等孩子大一些的
3950,5,婴儿毛细血管瘤可以自行消退吗
11714,2,以前一直没放心上
7152,0,我现在治疗的没什么钱了
4014,1,34天红色的就一个很小很小的点
13833,1,一点点红色，一开始医生说是胎记
3817,1,一个月吧，20
6214,2,混合血管瘤，男孩
12716,2,女宝，有，鼓出一个包
4135,6,80岁老人，脚背的血管有一块肿大如瘤，在么办?
6236,9,怎么检查
7792,2,好像没怎么长
12701,2,没有有时红有时不红
581,5,血管瘤会不会癌变呢
3148,2,下眼线往下的皮肤上
90,2,肝上长了血管瘤
5231,2,吓人越来越大
7860,2,现在血管瘤的地方干裂了
7072,6,好的谢谢！他那需要住院吗要怎么治疗
7894,2,大腿外侧 男孩 两个月
10050,6,男性，可以怎么治疗？
14186,0,没说什么类型啊
1130,2,红色不大
13554,0,婴儿。患处在
3239,2,鲜红色半个小指甲那么大
14130,2,成人，咬肌
9074,1,刚三个月
12938,0,咨询花钱不这百度😂️
12410,2,平的，刚开始红的，现在变淡了
5655,1,碰触发现近一年
11958,0,三岁，男孩
12838,2,小腿双侧
14115,2,右侧中颅
7992,2,就是肉疙瘩是的，37
12052,1,之前去过你们医院
1784,2,现在有2个大拇指甲大小
2353,1,你好，患者24岁检查出左枕叶动静脉畸形
10796,2,红色，芝麻粒大小
6698,2,三个多月小孩，红色的
4321,2,深红色 手掌心相当于成人的大手指甲那么大
8066,2,眼球后
7346,5,圆的会动是啥瘤
4136,2,没什么感觉
12595,16,我可以摸什么药膏吗
8601,2,男孩，高于正常皮肤
8052,2,一平方厘米大点
14016,2,看不到就是草莓样，凸起了
13588,5,血管溜可以手术吗？会留疤吗
6105,2,女孩膝盖左侧
12422,2,成人长血管瘤
5277,1,长十多年了
7795,2,腋下血管瘤
11927,2,左肚脐上面
274,6,那是用什么方法
9312,5,"我想咨询""眼底血管瘤"""
6617,2,在肝血管瘤
1195,2,现在跟皮肤一个颜色，面积不大，刚突起
8814,2,大人，在脸上，有一个血包破了后会淌
13576,1,好多年了7、8岁的时候被摩托车撞了以后慢慢长的
5784,2,一开始是平的发红，以为是挠的呢，现在摸着有点凸起
9529,2,有股出来一点 像唔子是的
11369,1,以前检查还是10多年前
14270,2,有点儿红，有点儿突起
239,1,今天做了手术
8651,6,还有更好的治疗方法吗
3411,2,今天发现的，往天也没注意
13152,3,打电话说可以吗
2191,5,"我想咨询""宝宝血管瘤有危害吗"""
1024,2,孩子，长在头部了
13569,0,女宝，有，
5846,2,有点像粉瘤
11982,0,没写在什么部位
4895,2,成人61岁长在肝右后叶边缘
14118,2,腮帮子
9595,2,脸部 腮帮子上
8680,0,男孩！他皮肤白皙！很好
5588,1,半年了，确诊了
13287,2,在胸口
9921,5,这病有生命危险吗
1124,2,微突出
13492,2,女孩在脸上了
8098,2,红色的，比小米粒大一点
3717,2,血管畸形不是血管瘤
14056,8,好的明天微信在联系，问你地址
7270,4,头部血管瘤手术费用
1476,0,现在6个半月
1989,2,紫红色  火柴头那么大
1052,0,病人现在没在家，等在家的时候我在连系你，谢谢
8042,1,大概10来年了
6786,0,医生建议我去沈阳陆军总院
3491,2,还是那么大，没有小呢
7739,0,19岁大一学生女孩
12358,2,直径2里面多一些，红色
10091,1,有两年左右了，没有
10664,4,扎针啥价格呀
11004,2,表面有点暗紫色，皮下有块状物
848,2,像胎记一样的
11641,12,本院治疗对孩子身体有影响吗？
8926,2,凸起 浅红色 特别想淤血
6024,1,12月初发现的，就是在打完点滴之后，出现的这种状况。
805,2,我的手背
8525,2,宝宝后背上长的
4099,0,白若琪
14082,6,治疗血管瘤的最好方法是什么
13709,7,微创是啥意思啊
4454,3,1860401****微信号
13845,2,肝上说先天性的血管瘤
10037,3,电话号维信号
1435,6,我这样理解：再观察，如果红色不退，并且慢慢增长且凸出于表皮，就是血管瘤。需要治疗，对么？
5340,4,费用是多少呢
2672,17,需耍住院吗
10414,2,在左肩直径大约3～4cm
6524,2,后脑勺 头皮上
4263,2,长在肚皮的一侧
7947,2,感觉血管堵塞
11210,2,是血管瘤
774,2,三岁小孩，长在手腕脉搏跳动处
677,6,那需要怎么治疗呀
11061,2,"我想咨询""唇部血管瘤"""
13534,2,宝宝头上
13116,6,用什么方法治疗，多大适合治疗啊
14034,2,皮脂腺异位症嘴唇
5852,4,住院一周大概多少钱呢
12314,2,大拇指
11941,0,一个月女孩
10708,2,像是深色，褐色
8314,2,我阴道血管瘤
6603,1,我女性46岁做彩超检查结果疑似血管瘤肝里
12889,3,把你电话发来，打字慢。
1990,4,费用多钱
10164,0,因为我家宝宝还小
8376,3,微信联系
5856,1,让中药调理，擦药膏，1星期后观察，
3316,2,就是一个特别小的红点 像是里边有血似的
9570,6,血管瘤除了打平阳霉素治疗，还有什么方法
2758,6,那怎么治疗啊？
13722,0,我八点好像到不了
11700,1,出生时发现的，2个月时溃烂的，现在溃烂好了，
13136,2,深血色吧
3610,16,现在就是有点肿，吃什么药能好吗
8777,2,左胸前有0.2毫米大，小腿和头顶头皮里只有一个出血点那么大
5450,4,费用大学多少
1068,2,婴儿人中
3891,12,如果不做对孩子身体有什么影响吗
7592,2,大人患处应该在胸部
2573,6,长在脸上，婴儿，想问一下她总挠是不是那痒啊，有什么方法可暂时止痒吗
13478,0,伏忠晟
4627,2,没，就是看有红色的小颗粒在头上
7867,2,脑门 鼻子左侧
4255,1,三岁时候治疗过 没什么事了 但是再旁边又长了
13272,2,鼻腔的外侧长一个血管瘤
407,2,长的形状和上面的图片一样
9937,2,十三岁孩子，部位在脚底心
4682,2,"我孙女10岁,脚面上長了血管瘤"
1753,8,请问你们医院在哪？叫什么医院，貝体位值能告诉我吗？
13473,1,今天三天了
3599,2,表面突出，下面青色
917,2,耳朵上面
8148,2,老人脑部
6534,2,腿上有一块
3115,0,不加微信了
6077,2,与皮肤一样，杏核一般大
13342,3,你加我我给你发个图
2504,2,红色 2厘米吧
7685,4,哦哦，大概费用是多少？
5456,0,想切除
6194,2,草莓大小
3490,2,刚才还是与皮肤颜色一样，洗完澡就变红了
7729,1,十年前用激光做过
8843,4,那个 费用多少呢？
7753,2,左下眼皮
13735,1,是做了四维彩超医生说血管瘤
8765,5,血管瘤跟中线型微静脉畸形有什么区别
10459,20,可以吃补血的东西呢么
1414,11,因为宝宝的妈妈小时候就有血管瘤
13931,6,现在有什么好的治疗方法吗
658,6,如果是，有什么方法治疗呢？如果不治有什么影响呢？
2283,6,你们净怎么治疗，说就完了
717,0,你加下
536,2,出生就看到手指红
3269,2,血管瘤在屁股上
3068,3,1364413****微信号
3002,2,女，高于正常皮肤
9196,5,不是血管瘤呗
2952,2,红色的    草莓妆
9432,3,1348387****我的微信
3658,0,两月宝宝
10405,6,什么方法治疗
5074,2,前额头
12231,6,鲜红斑痣能治疗吗
4512,0,快两月了
11345,2,宝宝肚皮
724,5,是海绵状血管瘤吗？
9689,0,女孩3个月了
4189,16,有说吃心得安的，吃药对身体有伤害吗
14208,0,原先以为是胎记 现在生完二胎越来越严重
11840,2,手掌那么大
2756,2,一个腿全是
588,2,患处在颈部右侧
3704,3,有微信？
10043,2,红色，男性
882,1,小时候治疗的好多年没有理会它了.是良性的
13873,2,黑红颜色
8469,2,成人长在手指上
4376,0,下边的
9560,8,在哪呀？是中医吗
2313,2,大约小指甲盖大小吧
8386,5,嗯一般血管瘤都是有颜色的吗？
2250,6,大夫您好，孩子12岁头皮上长个血管瘤圆形的比火柴头大点怎么治
260,2,2个月大的小孩。在肚脐下面
5639,2,膝盖边上
3707,2,2个月孩子典型的浅表血管瘤
2451,2,紫青色
12352,2,凸出皮肤
5351,2,最近发现眼睑处也有
1581,2,肝的位置
7728,1,2个半月
4386,0,就是小的也是2万多
4493,2,长在下眼睑，刚出生7天宝宝
11918,1,没检查、二年左右
12645,1,发现两周，发现就已鸡蛋大小
7770,2,一按是白色
12640,2,肚子    婴儿
13995,6,问问怎么治疗
12208,2,肝部血管瘤
14119,6,那怎么办呢？用激光？
8585,2,像粉刺是的
10885,5,这个是怎么回事啊，严重吗
8631,2,小孩，额头
14255,7,怎么微创啊
12557,1,快一年了
6198,2,50天，大脚趾，草莓状
4281,2,浅表血管瘤
1144,3,你微信多少啊
5944,0,女性婴儿
11964,6,你们对于血管瘤怎么治疗？
14329,2,肝上，成人
13770,0,新生儿的
1294,2,左边肋骨外侧
3872,2,19岁，是胳膊上
2611,2,就是一个红点，像个胎记是的
13170,1,从小就有，拍过片
1238,6,头上血管瘤怎么治疗
3884,2,女宝，，去过大夫看了一眼说是血管瘤
12625,2,男孩，下眼睑位置有个红包
1409,2,红色噶哒
1943,1,孩子现在10天下生就发现了
2115,2,左胸上边点
9806,2,一个小泡，比皮肤的颜色深些，破裂后流血量比较大
3113,2,肝叶右侧
8249,1,没有确诊大多数本地医生说是
7878,3,1300938****我的微信号
12902,2,一厘米左右
6670,1,检查过 说是血管瘤
10870,2,不知道是不是血管瘤还是胎记女宝宝，鲜红色比成人小指甲要小一些
13571,2,女性，握手血管有明显凸起
9052,2,淡淡红色
4787,2,2乘3厘米
9243,2,二十岁，在嘴唇上
9338,5,都有什么类型
2131,2,在前额正中
13595,2,男宝红色点点不大
9954,2,像红色胎记一样
9616,14,神经纤维瘤会遗传吗
5401,2,略有凸起
12624,2,血管瘤上面长小泡是怎么回事
11667,6,怎么办？
5006,2,发现的时候是平的，现在稍微有点突起
11363,2,男，稍微高一点
11001,1,检查过，没说什么类型
5875,1,应该是四年前
11085,2,现在有黄豆大吧
5725,2,大人，貌似血管畸形
10433,2,变的有点像紫色
8553,12,会危及生命吗
2781,2,红色的有点凸起
1154,6,那你们是用什么技术
13036,2,女宝宝，是红色的
8286,3,微信聊方便
4400,2,左眼皮上
13642,2,27红色血泡一挤就破，血泡越来越大
9935,2,肚子旁边
5099,2,红色4周岁
12738,1,儿童血管瘤 一个多月下小腿
4202,7,怎么手术啊
1028,0,孩子在外地上学呢
11768,0,婴儿40多天
3284,0,李梦瑶
3199,2,红色的是平的
9072,15,我想知道这个眼药水对孩子有什么负面影响没有
2615,2,有一点高出
10440,2,基本是平的
13663,0,我之前跟你们的工作人员联系了，但是断线了
4471,0,时间长吗
617,1,肚脐附近十多年了说是血管瘤
4122,2,颜色会发生变化 上午颜色发红 下午就变浅了
6226,2,我家宝宝后背有，但是基本消失了
11692,0,刘芯彤
7163,1,看过，说是鲜红斑痣
1434,2,颜色比以前淡了
8205,3,可以在微信上说么
2753,5,"我想咨询""三个月婴儿脚趾上血管瘤咋办"""
1095,3,哈哈哈。这样聊天费劲。还不如去微信和你聊呢
7185,2,比普通高一点
4877,6,怎么治？手术嘛
4961,2,是男孩儿红色
10616,3,我能不能用什么电话方式跟你聊，跟你说一下子。
11481,2,在眼皮那里
5589,0,婴儿还没满月
9683,1,几年前就有点淤青最近发现长了个豆
8522,2,红色，女、高出皮肤
2688,2,没有，平的，稍稍有点紫
12601,0,高振宁
321,0,陈佳兴
14247,2,现在血管瘤颜色变淡
4889,2,长了一小块
7172,17,激光打用住院吗？
4693,11,什么原因涨这个
6326,2,腿上，5个月宝宝
9926,2,婴儿。在后脖子上头发里
10138,4,治疗需要多少钱能治好呢
1879,7,得做什么手术
12310,17,用不用住院
326,0,明天去不了
10503,0,三个月男
9157,1,男孩，从出生就有
5460,4,婴儿四十天，用什么方法，多长时间，费用多少钱
8739,2,婴儿，在肚子边上
5114,2,9个月大孩子，耳朵后面
5635,5,"我想咨询""血管瘤长什么样"""
4390,0,有，我是大连人
6303,6,打针，或者手术
1621,1,以前检查了确认血管瘤但我没有检查报告
53,4,这个费用地多少钱那
6836,2,腿上和肚皮上
1153,1,2010年做过手术 2018年复发1月3日又做的手术
6688,2,29、小脚趾
10929,1,20多年了
8061,2,梅花状的
14099,2,宝宝，眼皮上
283,0,王长伟
5708,3,等我回家照照片，然后微信联系你
169,2,红色但不特别红
6882,2,婴儿耳前血管瘤
9382,0,过去的时候我打你电话再说吧
14126,0,男宝 回家5天后发现的
5152,2,35岁患处红色
3388,2,胸前成人
10649,2,长在囟门边
521,2,后期长的突出了
12731,2,出生时有针尖大小红点
12823,1,有三四个月了
3416,2,摸着热
3582,0,李珂润
844,1,之前有给擦红霉素软膏，会消下去一点
7567,4,血管瘤手术需要多少钱
1118,2,针孔大
758,2,孩子那是血管瘤有点子不留红
8248,5,血管瘤严重么
7023,2,胸椎离骨髓不远
2286,16,吃药，扎针不行吗？
2354,2,8个月深红色
7539,2,眉毛上面，三岁
11086,2,中间有点突，旁边还有小细的丝
11496,2,在额头，刚生一天
4714,2,小孩出生就有了，在后背
3647,2,看着不严重，出生就有，好像长大点了
99,2,我今年56岁，肝左外叶大小68乘37毫米结节，右叶大小21×16毫米结节
2248,2,现在有高粱米粒那么大了
13908,3,你电话多少
6021,0,但是我还上班。
4531,4,治疗血管瘤要多少钱
3670,0,这两天
743,2,深暗红色
4979,2,成人 胸部
2583,2,大指甲盖那么大黑色
3167,6,光动力是怎么回事
10461,2,脑梗，血管畸形，双侧丘脑堵
6958,2,成年人长在肝部
12386,0,26，一直正常
10141,17,不住院可以吗
583,2,大人长在胸口
11463,2,红色的，小手指甲那么大
1852,0,他们说得动手术
4783,2,长得不快
12133,2,膝盖后面
13016,2,37岁  青色的
3417,2,可是孩子只是感冒了，还有不一定啥时候就肿
13037,2,在胸部，左侧乳房上面
2500,2,不严重，就一小块，之前颜色淡越长越红
4210,2,它长在下巴下边
9110,2,红色   凸起的
10544,2,成人，长在肝血管瘤
589,0,不在表面
8329,2,鸡蛋大左右
10368,2,左侧腿
1537,2,感觉皮里肉外
1084,0,两个月女宝
8529,1,右眼角，年前做过一次，现在有起来了
11804,2,45天！红色像红血丝聚成一个圆
4425,2,腰部，就一个指甲盖那么大
5613,2,草莓状
8919,2,婴儿嘴上
10614,6,眼角血管瘤好治吗？
2136,2,在嘴唇上，0.5厘米
7334,2,看着像粉刺似的
5498,2,在胸前
566,2,现在谢谢肿瘤施厘米高八厘米大了
4591,2,嘴唇上有个紫黑色包
11639,2,在眼眉处
10338,0,赵玺澎
7906,1,对啊，有几年了
8511,6,肝部血管瘤能治疗吗
2158,2,有手掌大小
11819,0,十个月
8144,1,女孩。2月龄
11784,2,3个月 脑部
450,2,有很大一个包像囊肿一样
181,3,容易掉线，可以打电话说吗
9394,2,我家孩子刚六个月脖子后就有红的东西有时候热的时候就有 凉就没有
4469,4,我想问下手术费大概多少钱
4363,5,孩子肚皮上有红色的点点，凸出的是血管瘤吗
4769,11,舌头底下发黑怎么回事
11450,6,你好，四个月婴儿耳朵的位置有血管瘤，请问怎么样治疗最好？
13427,2,在表皮
1883,5,40多天，出生时脸上啥也没有过了三四个小时脸上出现一块紫色就像谁掐的。也不知道是不是血管瘤
11319,2,有小指甲大，有一年多了
2130,0,女孩 2个多月
10261,2,上眼皮眼角
5919,2,宝宝四个月，血管瘤在左侧手臂
5990,12,这个危险吗
4969,2,在舌头上
5789,2,就是个红色的小肉疚，里面应该有血
6869,2,面积不大的
3780,2,不知是红色胎记还是血管瘤
5222,2,手上小孩六个月
1494,2,红色的，1元硬币那么大
4633,0,宝爸，有
4934,2,脑脖后
9371,1,发现有15天左右
8721,2,19天高于皮肤一小个一小个的
4799,2,2个多月，出生就有。红色
12635,2,大人，在左腰
3384,2,男宝，有些发红
12444,0,总米糊
8672,4,"我想咨询""血管瘤的花多少钱"""
7912,1,没有检查过，在地方小医院检查过，说需要结扎，或者二氧化碳激光
4031,6,那他现在隐隐的痛，怎么办
14106,6,如果是！咋治疗！费用大概多少
8944,0,过完百天的宝宝
10360,3,我微信加不上，要不我加你微信吧
1876,0,需要多少次
13757,2,前臂是突出的，
10115,2,成人眼角
13585,0,现在格外明显
8189,1,57岁，两个月
12479,2,是淋巴血管瘤
5117,5,最佳治疗时间是什么时候
406,2,胸部脊椎都有
13641,1,舌头上发白。两年多了。
9603,2,婴儿刚出生，阴囊上有血管瘤
11482,2,红色的！又一厘米那么长
7557,2,小腿肌肉里
8917,2,面积很小哦，约有2毫米，颜色和皮肤一样。
438,1,后来医生说不做激光了吃药也能好三个月的宝宝能吃药吗。告诉我们边关查边吃药
7020,2,红色的！红米粒那么大
1003,1,有20多天了，孩子刚满月，明天满月
12546,0,电话不方便留
9514,2,颜色红
1113,15,眼皮有点肿，不高
14271,6,听说还能打针和激光
11534,2,肚皮上有个小红点
7743,7,我想问手术后几天能出院
8832,1,缝了37针
2719,2,血红色，有成人大拇指打，刚出生时和宝宝指甲大小
10799,1,出生的时候，没有。五六天的时候长的现在，比原先大。
9812,1,31岁有两个多月了
